121040803,15057812,159035,19112,2,1024,1024,262144,PROGRESSIVE_SCAN,SIMPLE_VORONOI_1024x1024_1.png
83517469,11371476,78747,11136,-1,1024,1024,262144,PROGRESSIVE_SCAN,SIMPLE_VORONOI_1024x1024_4.png
741332491,75061901,3351351,5079,2,512,512,65536,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
741331619,75061830,3351337,5064,-1,512,512,65536,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
741331619,75061830,3351337,5064,-1,512,512,65536,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
741331619,75061830,3351337,5064,-1,512,512,65536,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
128703009,13826630,596391,5064,-1,512,512,9010,GRID_SCAN,SIMPLE_VORONOI_512x512_1.png
